target_id	length	eff_length	est_counts	tpm
KH.C1.1.v1.A.ND1-1	995	778.744	70.8313	5.22304
KH.C1.1.v1.A.SL2-1	950	733.765	18.7924	1.47068
KH.C1.1.v1.A.SL3-1	984	767.749	43.1262	3.22562
KH.C1.10.v1.A.SL3-1	1956	1739.74	0	0
KH.C1.10.v2.A.SL2-1	1832	1615.74	393.025	13.9682
KH.C1.10.v3.A.ND1-1	1947	1730.74	0	0
KH.C1.100.v1.A.ND1-1	348	154.661	0	0
KH.C1.100.v1.A.nonSL2-1	226	63.5946	0	0
KH.C1.1000.v1.A.SL1-1	3403	3186.74	2295	41.355
KH.C1.1001.v1.A.ND1-1	1191	974.744	0.0119711	0.000705239
KH.C1.1001.v1.A.SL12-1	1081	864.744	0	0
KH.C1.1001.v1.A.nonSL1-1	1191	974.744	0.0119711	0.000705239
KH.C1.1001.v1.A.nonSL10-1	1064	847.744	1417.34	96.0067
KH.C1.1001.v1.A.nonSL11-1	1140	923.744	435.572	27.077
KH.C1.1001.v1.A.nonSL13-1	1096	879.744	0	0
KH.C1.1001.v1.A.nonSL14-1	1216	999.744	0	0
KH.C1.1001.v1.A.nonSL15-1	1099	882.744	0	0
KH.C1.1001.v1.A.nonSL2-1	1195	978.744	427.066	25.0564
KH.C1.1001.v1.A.nonSL3-1	1153	936.744	8.73874e-07	5.35699e-08
KH.C1.1001.v1.A.nonSL4-1	1098	881.744	0	0
KH.C1.1001.v1.A.nonSL5-1	1149	932.744	2.35049e-05	1.44707e-06
KH.C1.1001.v1.A.nonSL6-1	1093	876.744	0	0
KH.C1.1001.v1.A.nonSL7-1	1186	969.744	0	0
KH.C1.1001.v1.A.nonSL8-1	1157	940.744	0	0
KH.C1.1001.v1.A.nonSL9-1	1091	874.744	0	0
KH.C1.1002.v1.A.ND1-1	547	335.063	20	3.42765
KH.C1.1003.v1.A.ND1-1	1705	1488.74	6	0.231432
KH.C1.1004.v1.A.ND1-1	2124	1907.74	186.026	5.59945
KH.C1.1004.v1.A.SL6-1	2141	1924.74	0.0239934	0.000715833
KH.C1.1004.v1.A.nonSL10-1	2119	1902.74	580.753	17.5268
KH.C1.1004.v1.A.nonSL2-1	2143	1926.74	0.178585	0.00532247
KH.C1.1004.v1.A.nonSL3-1	2131	1914.74	7.49115	0.224662
KH.C1.1004.v1.A.nonSL4-1	2140	1923.74	0.058836	0.00175626
KH.C1.1004.v1.A.nonSL5-1	2139	1922.74	0.144344	0.00431091
KH.C1.1004.v1.A.nonSL7-1	1089	872.744	20.723	1.36351
KH.C1.1004.v1.A.nonSL8-1	2147	1930.74	974.747	28.9908
KH.C1.1004.v1.A.nonSL9-1	2135	1918.74	5.25344	0.157224
KH.C1.1004.v1.R.ND1-1	2124	1907.74	186.026	5.59945
KH.C1.1005.v1.A.SL1-1	5484	5267.74	3690	40.2248
