target_id	length	eff_length	est_counts	tpm
KH.C1.1.v1.A.ND1-1	995	779.662	4.16473e-08	3.34671e-09
KH.C1.1.v1.A.SL2-1	950	734.693	0.000162443	1.38527e-05
KH.C1.1.v1.A.SL3-1	984	768.668	39.1745	3.19302
KH.C1.10.v1.A.SL3-1	1956	1740.66	0	0
KH.C1.10.v2.A.SL2-1	1832	1616.66	374.081	14.4972
KH.C1.10.v3.A.ND1-1	1947	1731.66	45.1738	1.63441
KH.C1.100.v1.A.ND1-1	348	153.705	3	1.22284
KH.C1.100.v1.A.nonSL2-1	226	62.783	0	0
KH.C1.1000.v1.A.SL1-1	3403	3187.66	2810	55.2295
KH.C1.1001.v1.A.ND1-1	1191	975.662	320.796	20.6
KH.C1.1001.v1.A.SL12-1	1081	865.662	0	0
KH.C1.1001.v1.A.nonSL1-1	1191	975.662	320.796	20.6
KH.C1.1001.v1.A.nonSL10-1	1064	848.662	1194.88	88.2119
KH.C1.1001.v1.A.nonSL11-1	1140	924.662	866.472	58.7096
KH.C1.1001.v1.A.nonSL13-1	1096	880.662	0	0
KH.C1.1001.v1.A.nonSL14-1	1216	1000.66	80.1159	5.01613
KH.C1.1001.v1.A.nonSL15-1	1099	883.662	0	0
KH.C1.1001.v1.A.nonSL2-1	1195	979.662	0.833449	0.0533016
KH.C1.1001.v1.A.nonSL3-1	1153	937.662	0.0153603	0.00102634
KH.C1.1001.v1.A.nonSL4-1	1098	882.662	0	0
KH.C1.1001.v1.A.nonSL5-1	1149	933.662	0.000656211	4.40343e-05
KH.C1.1001.v1.A.nonSL6-1	1093	877.662	0	0
KH.C1.1001.v1.A.nonSL7-1	1186	970.662	9.41709e-07	6.07836e-08
KH.C1.1001.v1.A.nonSL8-1	1157	941.662	20.0908	1.33672
KH.C1.1001.v1.A.nonSL9-1	1091	875.662	0	0
KH.C1.1002.v1.A.ND1-1	547	335.456	14	2.61475
KH.C1.1003.v1.A.ND1-1	1705	1489.66	0	0
KH.C1.1004.v1.A.ND1-1	2124	1908.66	24.2156	0.794884
KH.C1.1004.v1.A.SL6-1	2141	1925.66	6.03728e-05	1.96426e-06
KH.C1.1004.v1.A.nonSL10-1	2119	1903.66	1100.55	36.2209
KH.C1.1004.v1.A.nonSL2-1	2143	1927.66	1.33318e-05	4.33307e-07
KH.C1.1004.v1.A.nonSL3-1	2131	1915.66	0.117721	0.00385009
KH.C1.1004.v1.A.nonSL4-1	2140	1924.66	0.00012855	4.18462e-06
KH.C1.1004.v1.A.nonSL5-1	2139	1923.66	0.000273826	8.91832e-06
KH.C1.1004.v1.A.nonSL7-1	1089	873.662	102.166	7.32656
KH.C1.1004.v1.A.nonSL8-1	2147	1931.66	348.361	11.2989
KH.C1.1004.v1.A.nonSL9-1	2135	1919.66	0.00565968	0.000184716
KH.C1.1004.v1.R.ND1-1	2124	1908.66	24.2156	0.794884
KH.C1.1005.v1.A.SL1-1	5484	5268.66	4170.29	49.591
KH.C1.1005.v2.A.SL2-1	2510	2294.66	180.714	4.93414
KH.C1.1006.v1.A.ND1-1	274	95.5551	0	0
KH.C1.1007.v1.A.ND1-1	1056	840.662	0	0
KH.C1.1007.v1.A.nonSL2-1	1079	863.662	130.301	9.45241
KH.C1.1007.v1.R.ND1-1	1056	840.662	0	0
KH.C1.1008.v1.A.ND1-1	1845	1629.66	681.034	26.1823
KH.C1.1008.v1.R.ND1-1	1845	1629.66	681.034	26.1823
KH.C1.1008.v2.A.SL2-1	2045	1829.66	1262.47	43.2301
KH.C1.1009.v1.A.SL1-1	2461	2245.66	1631	45.5037
KH.C1.101.v1.A.ND2-1	1454	1238.66	2.17254	0.109888
KH.C1.101.v1.A.SL1-1	1221	1005.66	0	0
KH.C1.101.v1.A.nonSL4-1	1479	1263.66	3.59816	0.178397
KH.C1.101.v1.A.nonSL5-1	1475	1259.66	0.0553686	0.00275389
KH.C1.101.v1.A.nonSL6-1	1360	1144.66	20.4329	1.11838
KH.C1.101.v1.R.ND2-1	1454	1238.66	2.17254	0.109888
KH.C1.101.v2.A.ND3-1	1396	1180.66	491.999	26.1082
KH.C1.101.v2.A.nonSL4-1	1416	1200.66	1066.54	55.6538
KH.C1.101.v2.A.nonSL5-1	1412	1196.66	14.0267	0.73438
KH.C1.101.v2.A.nonSL6-1	1297	1081.66	0	0
KH.C1.101.v2.R.ND3-1	1396	1180.66	491.999	26.1082
KH.C1.1010.v1.A.ND1-1	2591	2375.66	81.091	2.13858
KH.C1.1011.v1.A.SL1-1	1588	1372.66	2127	97.0826
KH.C1.1012.v1.A.SL1-1	1096	880.662	2288	162.774
KH.C1.1013.v1.A.ND1-1	720	505.247	5	0.620017
KH.C1.1014.v1.A.ND1-1	915	699.705	24.0316	2.15182
KH.C1.1014.v1.A.SL13-1	811	595.835	55.3629	5.82144
KH.C1.1014.v1.A.SL19-1	54	14.2143	0	0
KH.C1.1014.v1.A.SL22-1	814	598.83	401.342	41.9902
KH.C1.1014.v1.A.SL4-1	754	539.052	0	0
KH.C1.1014.v1.A.SL6-1	876	660.768	2.95225	0.279925
KH.C1.1014.v1.A.SL7-1	887	671.757	0.000247556	2.30887e-05
KH.C1.1014.v1.A.nonSL10-1	855	639.789	0	0
KH.C1.1014.v1.A.nonSL11-1	889	673.757	0.026097	0.00242675
KH.C1.1014.v1.A.nonSL12-1	904	688.722	0.000602131	5.47753e-05
KH.C1.1014.v1.A.nonSL14-1	841	625.805	0	0
KH.C1.1014.v1.A.nonSL15-1	844	628.8	0	0
KH.C1.1014.v1.A.nonSL16-1	846	630.8	0	0
KH.C1.1014.v1.A.nonSL17-1	888	672.757	2.84254e-05	2.6472e-06
KH.C1.1014.v1.A.nonSL18-1	850	634.789	0	0
KH.C1.1014.v1.A.nonSL2-1	896	680.751	8.82259e-05	8.1198e-06
KH.C1.1014.v1.A.nonSL20-1	935	719.693	35.9834	3.13251
KH.C1.1014.v1.A.nonSL21-1	910	694.711	0	0
KH.C1.1014.v1.A.nonSL23-1	857	641.789	0	0
KH.C1.1014.v1.A.nonSL3-1	878	662.762	1070.22	101.17
KH.C1.1014.v1.A.nonSL5-1	898	682.728	201.14	18.4581
KH.C1.1014.v1.A.nonSL8-1	899	683.728	23.9126	2.19119
KH.C1.1014.v1.A.nonSL9-1	839	623.805	0	0
KH.C1.1014.v1.R.ND1-1	915	699.705	24.0316	2.15182
KH.C1.1015.v1.A.ND1-1	699	484.469	0	0
KH.C1.1016.v1.A.SL3-1	4056	3840.66	17.1832	0.280307
KH.C1.1016.v2.A.SL2-1	4023	3807.66	1998.21	32.8791
KH.C1.1016.v3.A.SL2-2	866	650.784	26.7248	2.57285
KH.C1.1016.v4.A.SL1-1	3837	3621.66	15.8827	0.27476
KH.C1.1017.v1.A.SL1-1	4290	4074.66	454	6.98074
KH.C1.1018.v1.A.ND1-1	888	672.757	0	0
KH.C1.1018.v1.A.nonSL2-1	837	621.805	1	0.100759
KH.C1.1019.v1.A.SL1-1	2712	2496.66	12	0.301133
KH.C1.102.v1.A.ND2-1	1156	940.662	0	0
KH.C1.102.v1.A.SL4-1	1118	902.662	0	0
KH.C1.102.v2.A.ND1-1	1399	1183.66	0	0
KH.C1.102.v2.A.SL7-1	1413	1197.66	0	0
KH.C1.102.v2.A.nonSL5-1	1281	1065.66	0	0
KH.C1.102.v2.A.nonSL6-1	1268	1052.66	0	0
KH.C1.102.v2.R.ND1-1	1399	1183.66	0	0
KH.C1.102.v3.A.ND3-1	1305	1089.66	0	0
KH.C1.1020.v1.A.SL1-1	2837	2621.66	385	9.20071
KH.C1.1021.v1.A.ND1-1	2017	1801.66	8783	305.427
KH.C1.1022.v1.A.ND1-1	506	296.072	0	0
KH.C1.1022.v1.A.SL11-1	423	219.006	0	0
KH.C1.1022.v1.A.SL4-1	434	229.027	0	0
KH.C1.1022.v1.A.nonSL10-1	351	156.215	0	0
KH.C1.1022.v1.A.nonSL12-1	324	134.006	11	5.14288
KH.C1.1022.v1.A.nonSL13-1	376	177.552	0	0
KH.C1.1022.v1.A.nonSL14-1	331	139.641	0	0
KH.C1.1022.v1.A.nonSL15-1	327	136.389	0	0
KH.C1.1022.v1.A.nonSL16-1	357	161.191	0	0
KH.C1.1022.v1.A.nonSL17-1	391	190.683	0	0
KH.C1.1022.v1.A.nonSL18-1	408	205.601	0	0
KH.C1.1022.v1.A.nonSL19-1	389	188.901	0	0
KH.C1.1022.v1.A.nonSL2-1	393	192.441	0	0
KH.C1.1022.v1.A.nonSL20-1	374	175.793	0	0
KH.C1.1022.v1.A.nonSL21-1	363	166.263	0	0
KH.C1.1022.v1.A.nonSL3-1	337	144.565	0	0
KH.C1.1022.v1.A.nonSL5-1	335	142.893	0	0
KH.C1.1022.v1.A.nonSL6-1	388	187.998	0	0
KH.C1.1022.v1.A.nonSL7-1	336	143.732	0	0
KH.C1.1022.v1.A.nonSL8-1	361	164.614	0	0
KH.C1.1022.v1.A.nonSL9-1	333	141.242	0	0
KH.C1.1023.v1.A.SL1-1	2443	2227.66	16455	462.792
KH.C1.1024.v1.A.SL1-1	1554	1338.66	1350.47	63.2049
KH.C1.1024.v1.A.SL2-1	1572	1356.66	1959.54	90.4938
KH.C1.1025.v1.A.SL2-1	3879	3663.66	10140	173.404
KH.C1.1025.v2.A.ND1-1	3762	3546.66	0	0
KH.C1.1025.v2.R.ND1-1	3762	3546.66	0	0
KH.C1.1026.v1.A.ND1-1	2226	2010.66	0	0
KH.C1.1026.v1.A.SL2-1	2186	1970.66	1151.93	36.6227
KH.C1.1026.v1.A.SL3-1	740	525.114	0	0
KH.C1.1027.v1.A.ND1-1	2171	1955.66	30.8579	0.988577
KH.C1.1027.v1.A.nonSL2-1	1996	1780.66	3.15686	0.111074
KH.C1.1027.v1.A.nonSL3-1	2026	1810.66	4.72681	0.163557
KH.C1.1027.v1.A.nonSL4-1	1985	1769.66	0	0
KH.C1.1027.v1.A.nonSL5-1	1991	1775.66	1.46583e-06	5.17202e-08
KH.C1.1027.v1.A.nonSL6-1	2002	1786.66	67.3872	2.36305
KH.C1.1027.v1.A.nonSL7-1	2019	1803.66	1325	46.0255
KH.C1.1027.v1.A.nonSL8-1	1986	1770.66	5051.87	178.753
KH.C1.1028.v1.A.ND1-1	1220	1004.66	8	0.498893
KH.C1.1029.v1.A.SL1-1	3278	3062.66	2548	52.124
KH.C1.103.v1.A.ND1-1	615	401.59	627.912	97.961
KH.C1.1030.v1.A.ND1-1	1013	797.662	627	49.2477
KH.C1.1031.v1.A.ND2-1	701	486.437	0	0
KH.C1.1031.v1.A.SL1-1	643	429.082	0	0
KH.C1.1031.v1.A.nonSL10-1	690	475.569	0	0
KH.C1.1031.v1.A.nonSL11-1	664	449.811	1.81779	0.253192
KH.C1.1031.v1.A.nonSL12-1	645	431.056	0	0
KH.C1.1031.v1.A.nonSL13-1	648	433.999	0	0
KH.C1.1031.v1.A.nonSL14-1	636	422.206	1.23717	0.183587
KH.C1.1031.v1.A.nonSL15-1	685	470.593	0	0
KH.C1.1031.v1.A.nonSL16-1	640	426.139	1.71284e-06	2.51828e-07
