target_id	length	eff_length	est_counts	tpm
KH.C1.1.v1.A.ND1-1	995	788.774	49.1637	4.24775
KH.C1.1.v1.A.SL2-1	950	743.78	0	0
KH.C1.1.v1.A.SL3-1	984	777.774	0	0
KH.C1.10.v1.A.SL3-1	1956	1749.77	17.3967	0.677567
KH.C1.10.v2.A.SL2-1	1832	1625.77	1294.9	54.2804
KH.C1.10.v3.A.ND1-1	1947	1740.77	57.0242	2.23246
KH.C1.100.v1.A.ND1-1	348	158.632	0	0
KH.C1.100.v1.A.nonSL2-1	226	63.3483	0	0
KH.C1.1000.v1.A.SL1-1	3403	3196.77	2409	51.3561
KH.C1.1001.v1.A.ND1-1	1191	984.774	0	0
KH.C1.1001.v1.A.SL12-1	1081	874.774	2.49313e-08	1.9423e-09
KH.C1.1001.v1.A.nonSL1-1	1191	984.774	0	0
KH.C1.1001.v1.A.nonSL10-1	1064	857.774	846.481	67.253
KH.C1.1001.v1.A.nonSL11-1	1140	933.774	24.345	1.77679
KH.C1.1001.v1.A.nonSL13-1	1096	889.774	0	0
KH.C1.1001.v1.A.nonSL14-1	1216	1009.77	371.926	25.1015
KH.C1.1001.v1.A.nonSL15-1	1099	892.774	0	0
KH.C1.1001.v1.A.nonSL2-1	1195	988.774	0.248637	0.017137
KH.C1.1001.v1.A.nonSL3-1	1153	946.774	5.64777e-08	4.06535e-09
KH.C1.1001.v1.A.nonSL4-1	1098	891.774	0	0
KH.C1.1001.v1.A.nonSL5-1	1149	942.774	2.48865e-05	1.79897e-06
KH.C1.1001.v1.A.nonSL6-1	1093	886.774	0	0
KH.C1.1001.v1.A.nonSL7-1	1186	979.774	0	0
KH.C1.1001.v1.A.nonSL8-1	1157	950.774	0	0
KH.C1.1001.v1.A.nonSL9-1	1091	884.774	0	0
KH.C1.1002.v1.A.ND1-1	547	343.65	10	1.98313
KH.C1.1003.v1.A.ND1-1	1705	1498.77	8	0.363765
KH.C1.1004.v1.A.ND1-1	2124	1917.77	7.87935	0.280001
KH.C1.1004.v1.A.SL6-1	2141	1934.77	2.42606e-05	8.54553e-07
KH.C1.1004.v1.A.nonSL10-1	2119	1912.77	336.392	11.9853
KH.C1.1004.v1.A.nonSL2-1	2143	1936.77	5.49118e-06	1.93221e-07
KH.C1.1004.v1.A.nonSL3-1	2131	1924.77	0.0417944	0.00147981
KH.C1.1004.v1.A.nonSL4-1	2140	1933.77	5.10234e-05	1.79817e-06
KH.C1.1004.v1.A.nonSL5-1	2139	1932.77	0.000107351	3.78522e-06
KH.C1.1004.v1.A.nonSL7-1	1089	882.774	0	0
KH.C1.1004.v1.A.nonSL8-1	2147	1940.77	2.82612e-07	9.92392e-09
KH.C1.1004.v1.A.nonSL9-1	2135	1928.77	0.00211163	7.46114e-05
KH.C1.1004.v1.R.ND1-1	2124	1917.77	7.87935	0.280001
KH.C1.1005.v1.A.SL1-1	5484	5277.77	615.799	7.95163
KH.C1.1005.v2.A.SL2-1	2510	2303.77	161.201	4.76864
KH.C1.1006.v1.A.ND1-1	274	98.1609	0	0
KH.C1.1007.v1.A.ND1-1	1056	849.774	0	0
KH.C1.1007.v1.A.nonSL2-1	1079	872.774	113.491	8.86188
KH.C1.1007.v1.R.ND1-1	1056	849.774	0	0
KH.C1.1008.v1.A.ND1-1	1845	1638.77	310.437	12.9099
KH.C1.1008.v1.R.ND1-1	1845	1638.77	310.437	12.9099
KH.C1.1008.v2.A.SL2-1	2045	1838.77	64.3571	2.38526
KH.C1.1009.v1.A.SL1-1	2461	2254.77	1317.08	39.8086
KH.C1.101.v1.A.ND2-1	1454	1247.77	0	0
KH.C1.101.v1.A.SL1-1	1221	1014.77	1.61257	0.108297
KH.C1.101.v1.A.nonSL4-1	1479	1272.77	0	0
KH.C1.101.v1.A.nonSL5-1	1475	1268.77	0	0
KH.C1.101.v1.A.nonSL6-1	1360	1153.77	0	0
KH.C1.101.v1.R.ND2-1	1454	1247.77	0	0
KH.C1.101.v2.A.ND3-1	1396	1189.77	372.751	21.3512
KH.C1.101.v2.A.nonSL4-1	1416	1209.77	1.44754e-08	8.15441e-10
KH.C1.101.v2.A.nonSL5-1	1412	1205.77	1.69414e-06	9.57527e-08
KH.C1.101.v2.A.nonSL6-1	1297	1090.77	24.885	1.55479
KH.C1.101.v2.R.ND3-1	1396	1189.77	372.751	21.3512
KH.C1.1010.v1.A.ND1-1	2591	2384.77	129.983	3.71456
KH.C1.1011.v1.A.SL1-1	1588	1381.77	1892	93.315
KH.C1.1012.v1.A.SL1-1	1096	889.774	1024	78.431
KH.C1.1013.v1.A.ND1-1	720	514.211	382.876	50.744
KH.C1.1014.v1.A.ND1-1	915	708.78	0	0
KH.C1.1014.v1.A.SL13-1	811	604.899	30.145	3.39625
KH.C1.1014.v1.A.SL19-1	54	15.3261	0	0
KH.C1.1014.v1.A.SL22-1	814	607.894	0.0247754	0.00277754
KH.C1.1014.v1.A.SL4-1	754	548.059	0	0
KH.C1.1014.v1.A.SL6-1	876	669.804	0	0
KH.C1.1014.v1.A.SL7-1	887	680.795	0	0
KH.C1.1014.v1.A.nonSL10-1	855	648.809	0	0
KH.C1.1014.v1.A.nonSL11-1	889	682.795	0	0
KH.C1.1014.v1.A.nonSL12-1	904	697.785	0	0
KH.C1.1014.v1.A.nonSL14-1	841	634.846	0	0
KH.C1.1014.v1.A.nonSL15-1	844	637.837	0	0
KH.C1.1014.v1.A.nonSL16-1	846	639.823	0	0
KH.C1.1014.v1.A.nonSL17-1	888	681.795	0	0
KH.C1.1014.v1.A.nonSL18-1	850	643.823	0	0
KH.C1.1014.v1.A.nonSL2-1	896	689.79	0	0
KH.C1.1014.v1.A.nonSL20-1	935	728.78	58.8303	5.50138
KH.C1.1014.v1.A.nonSL21-1	910	703.78	0	0
KH.C1.1014.v1.A.nonSL23-1	857	650.809	0	0
KH.C1.1014.v1.A.nonSL3-1	878	671.804	0	0
KH.C1.1014.v1.A.nonSL5-1	898	691.79	0	0
KH.C1.1014.v1.A.nonSL8-1	899	692.79	0	0
KH.C1.1014.v1.A.nonSL9-1	839	632.846	0	0
KH.C1.1014.v1.R.ND1-1	915	708.78	0	0
KH.C1.1015.v1.A.ND1-1	699	493.373	0	0
KH.C1.1016.v1.A.SL3-1	4056	3849.77	750.891	13.2926
KH.C1.1016.v2.A.SL2-1	4023	3816.77	3639.06	64.9772
KH.C1.1016.v3.A.SL2-2	866	659.804	109.554	11.3156
KH.C1.1016.v4.A.SL1-1	3837	3630.77	1556.49	29.2156
KH.C1.1017.v1.A.SL1-1	4290	4083.77	2040	34.0436
KH.C1.1018.v1.A.ND1-1	888	681.795	1316	131.544
KH.C1.1018.v1.A.nonSL2-1	837	630.846	0	0
KH.C1.1019.v1.A.SL1-1	2712	2505.77	35	0.951905
KH.C1.102.v1.A.ND2-1	1156	949.774	0	0
KH.C1.102.v1.A.SL4-1	1118	911.774	17.5462	1.31148
KH.C1.102.v2.A.ND1-1	1399	1192.77	0	0
KH.C1.102.v2.A.SL7-1	1413	1206.77	20.4538	1.15509
