target_id	length	eff_length	est_counts	tpm
KH.C1.1.v1.A.ND1-1	995	806.191	0	0
KH.C1.1.v1.A.SL2-1	950	761.197	32	2.54088
KH.C1.1.v1.A.SL3-1	984	795.191	0	0
KH.C1.10.v1.A.SL3-1	1956	1767.19	0	0
KH.C1.10.v2.A.SL2-1	1832	1643.19	1878.62	69.1007
KH.C1.10.v3.A.ND1-1	1947	1758.19	0	0
KH.C1.100.v1.A.ND1-1	348	166.801	0	0
KH.C1.100.v1.A.nonSL2-1	226	62.5823	0	0
KH.C1.1000.v1.A.SL1-1	3403	3214.19	3096	58.2185
KH.C1.1001.v1.A.ND1-1	1191	1002.19	0	0
KH.C1.1001.v1.A.SL12-1	1081	892.191	0	0
KH.C1.1001.v1.A.nonSL1-1	1191	1002.19	0	0
KH.C1.1001.v1.A.nonSL10-1	1064	875.191	938.908	64.8414
KH.C1.1001.v1.A.nonSL11-1	1140	951.191	0	0
KH.C1.1001.v1.A.nonSL13-1	1096	907.191	0	0
KH.C1.1001.v1.A.nonSL14-1	1216	1027.19	425.942	25.0629
KH.C1.1001.v1.A.nonSL15-1	1099	910.191	0	0
KH.C1.1001.v1.A.nonSL2-1	1195	1006.19	15.15	0.91005
KH.C1.1001.v1.A.nonSL3-1	1153	964.191	0	0
KH.C1.1001.v1.A.nonSL4-1	1098	909.191	0	0
KH.C1.1001.v1.A.nonSL5-1	1149	960.191	0	0
KH.C1.1001.v1.A.nonSL6-1	1093	904.191	0	0
KH.C1.1001.v1.A.nonSL7-1	1186	997.191	0	0
KH.C1.1001.v1.A.nonSL8-1	1157	968.191	0	0
KH.C1.1001.v1.A.nonSL9-1	1091	902.191	0	0
KH.C1.1002.v1.A.ND1-1	547	359.375	0	0
KH.C1.1003.v1.A.ND1-1	1705	1516.19	33	1.3155
KH.C1.1004.v1.A.ND1-1	2124	1935.19	7.70839	0.240753
KH.C1.1004.v1.A.SL6-1	2141	1952.19	3.33828e-05	1.03355e-06
KH.C1.1004.v1.A.nonSL10-1	2119	1930.19	297.451	9.31423
KH.C1.1004.v1.A.nonSL2-1	2143	1954.19	7.86326e-06	2.43202e-07
KH.C1.1004.v1.A.nonSL3-1	2131	1942.19	0.0470765	0.00146502
KH.C1.1004.v1.A.nonSL4-1	2140	1951.19	6.88215e-05	2.13185e-06
KH.C1.1004.v1.A.nonSL5-1	2139	1950.19	0.000141934	4.39887e-06
KH.C1.1004.v1.A.nonSL7-1	1089	900.191	69.0823	4.63836
KH.C1.1004.v1.A.nonSL8-1	2147	1958.19	4.38216e-07	1.35259e-08
KH.C1.1004.v1.A.nonSL9-1	2135	1946.19	0.00257721	8.0038e-05
KH.C1.1004.v1.R.ND1-1	2124	1935.19	7.70839	0.240753
KH.C1.1005.v1.A.SL1-1	5484	5295.19	370.343	4.22721
KH.C1.1005.v2.A.SL2-1	2510	2321.19	273.657	7.1257
KH.C1.1006.v1.A.ND1-1	274	100.441	0	0
KH.C1.1007.v1.A.ND1-1	1056	867.191	0	0
KH.C1.1007.v1.A.nonSL2-1	1079	890.191	143.225	9.7245
KH.C1.1007.v1.R.ND1-1	1056	867.191	0	0
KH.C1.1008.v1.A.ND1-1	1845	1656.19	419.177	15.2974
KH.C1.1008.v1.R.ND1-1	1845	1656.19	419.177	15.2974
KH.C1.1008.v2.A.SL2-1	2045	1856.19	176.338	5.7419
KH.C1.1009.v1.A.SL1-1	2461	2272.19	1251	33.277
KH.C1.101.v1.A.ND2-1	1454	1265.19	0	0
KH.C1.101.v1.A.SL1-1	1221	1032.19	0	0
KH.C1.101.v1.A.nonSL4-1	1479	1290.19	0	0
KH.C1.101.v1.A.nonSL5-1	1475	1286.19	0	0
KH.C1.101.v1.A.nonSL6-1	1360	1171.19	0	0
KH.C1.101.v1.R.ND2-1	1454	1265.19	0	0
KH.C1.101.v2.A.ND3-1	1396	1207.19	301.281	15.0844
KH.C1.101.v2.A.nonSL4-1	1416	1227.19	245.438	12.0882
KH.C1.101.v2.A.nonSL5-1	1412	1223.19	2.5395e-06	1.25483e-07
KH.C1.101.v2.A.nonSL6-1	1297	1108.19	0	0
KH.C1.101.v2.R.ND3-1	1396	1207.19	301.281	15.0844
KH.C1.1010.v1.A.ND1-1	2591	2402.19	18.6131	0.46832
KH.C1.1011.v1.A.SL1-1	1588	1399.19	1449	62.5926
KH.C1.1012.v1.A.SL1-1	1096	907.191	719	47.9029
KH.C1.1013.v1.A.ND1-1	720	531.395	1046	118.972
KH.C1.1014.v1.A.ND1-1	915	726.208	0	0
KH.C1.1014.v1.A.SL13-1	811	622.3	0	0
KH.C1.1014.v1.A.SL19-1	54	21.4902	0	0
KH.C1.1014.v1.A.SL22-1	814	625.3	0	0
KH.C1.1014.v1.A.SL4-1	754	565.37	37.7813	4.03902
KH.C1.1014.v1.A.SL6-1	876	687.23	0	0
