target_id	length	eff_length	est_counts	tpm
KH.C1.1.v1.A.ND1-1	995	788.941	0	0
KH.C1.1.v1.A.SL2-1	950	743.946	75.7232	7.76846
KH.C1.1.v1.A.SL3-1	984	777.946	0	0
KH.C1.10.v1.A.SL3-1	1956	1749.94	0	0
KH.C1.10.v2.A.SL2-1	1832	1625.94	361.025	16.9465
KH.C1.10.v3.A.ND1-1	1947	1740.94	0	0
KH.C1.100.v1.A.ND1-1	348	159.467	0	0
KH.C1.100.v1.A.nonSL2-1	226	65.5586	0	0
KH.C1.1000.v1.A.SL1-1	3403	3196.94	3045	72.6943
KH.C1.1001.v1.A.ND1-1	1191	984.941	181.419	14.0579
KH.C1.1001.v1.A.SL12-1	1081	874.941	4.45704e-07	3.8879e-08
KH.C1.1001.v1.A.nonSL1-1	1191	984.941	181.419	14.0579
KH.C1.1001.v1.A.nonSL10-1	1064	857.941	1172.18	104.276
KH.C1.1001.v1.A.nonSL11-1	1140	933.941	385.188	31.4775
KH.C1.1001.v1.A.nonSL13-1	1096	889.941	0	0
KH.C1.1001.v1.A.nonSL14-1	1216	1009.94	143.532	10.8468
KH.C1.1001.v1.A.nonSL15-1	1099	892.941	0	0
KH.C1.1001.v1.A.nonSL2-1	1195	988.941	115.257	8.89495
KH.C1.1001.v1.A.nonSL3-1	1153	946.941	0.00281851	0.000227167
KH.C1.1001.v1.A.nonSL4-1	1098	891.941	0	0
KH.C1.1001.v1.A.nonSL5-1	1149	942.941	0.00120071	9.71857e-05
KH.C1.1001.v1.A.nonSL6-1	1093	886.941	0	0
KH.C1.1001.v1.A.nonSL7-1	1186	979.941	0.000515439	4.01444e-05
KH.C1.1001.v1.A.nonSL8-1	1157	950.941	1.07127e-05	8.59791e-07
KH.C1.1001.v1.A.nonSL9-1	1091	884.941	0	0
KH.C1.1002.v1.A.ND1-1	547	343.879	17	3.77304
KH.C1.1003.v1.A.ND1-1	1705	1498.94	9	0.458253
KH.C1.1004.v1.A.ND1-1	2124	1917.94	37.2872	1.48379
