target_id	length	eff_length	est_counts	tpm
KH.C1.1.v1.A.ND1-1	995	788.989	3.47475e-07	3.68187e-08
KH.C1.1.v1.A.SL2-1	950	743.996	1.23857e-07	1.39177e-08
KH.C1.1.v1.A.SL3-1	984	777.989	35.2311	3.7859
KH.C1.10.v1.A.SL3-1	1956	1749.99	0	0
KH.C1.10.v2.A.SL2-1	1832	1625.99	344.027	17.6885
KH.C1.10.v3.A.ND1-1	1947	1740.99	0	0
KH.C1.100.v1.A.ND1-1	348	158.392	0	0
KH.C1.100.v1.A.nonSL2-1	226	64.0466	0	0
KH.C1.1000.v1.A.SL1-1	3403	3196.99	2381	62.2636
KH.C1.1001.v1.A.ND1-1	1191	984.989	126.297	10.7196
KH.C1.1001.v1.A.SL12-1	1081	874.989	4.66869e-07	4.46076e-08
KH.C1.1001.v1.A.nonSL1-1	1191	984.989	126.297	10.7196
KH.C1.1001.v1.A.nonSL10-1	1064	857.989	1251.4	121.936
KH.C1.1001.v1.A.nonSL11-1	1140	933.989	327.688	29.3316
KH.C1.1001.v1.A.nonSL13-1	1096	889.989	0	0
KH.C1.1001.v1.A.nonSL14-1	1216	1009.99	0	0
KH.C1.1001.v1.A.nonSL15-1	1099	892.989	0	0
KH.C1.1001.v1.A.nonSL2-1	1195	988.989	466.299	39.4175
KH.C1.1001.v1.A.nonSL3-1	1153	946.989	0.006673	0.000589105
KH.C1.1001.v1.A.nonSL4-1	1098	891.989	0	0
KH.C1.1001.v1.A.nonSL5-1	1149	942.989	0.00111428	9.87881e-05
KH.C1.1001.v1.A.nonSL6-1	1093	886.989	0	0
KH.C1.1001.v1.A.nonSL7-1	1186	979.989	0	0
KH.C1.1001.v1.A.nonSL8-1	1157	950.989	0.00699593	0.000615015
KH.C1.1001.v1.A.nonSL9-1	1091	884.989	0	0
KH.C1.1002.v1.A.ND1-1	547	343.498	3	0.730151
KH.C1.1003.v1.A.ND1-1	1705	1498.99	10	0.557722
KH.C1.1004.v1.A.ND1-1	2124	1917.99	18.2632	0.796062
KH.C1.1004.v1.A.SL6-1	2141	1934.99	0.000169688	7.33144e-06
KH.C1.1004.v1.A.nonSL10-1	2119	1912.99	562.4	24.5781
KH.C1.1004.v1.A.nonSL2-1	2143	1936.99	0.00034393	1.48443e-05
KH.C1.1004.v1.A.nonSL3-1	2131	1924.99	0.152837	0.00663766
