target_id	length	eff_length	est_counts	tpm
KH.C1.1.v1.A.ND1-1	995	788.183	0	0
KH.C1.1.v1.A.SL2-1	950	743.2	34.1175	3.47184
KH.C1.1.v1.A.SL3-1	984	777.189	0	0
KH.C1.10.v1.A.SL3-1	1956	1749.18	28.2126	1.21982
KH.C1.10.v2.A.SL2-1	1832	1625.18	472.782	22.0012
KH.C1.10.v3.A.ND1-1	1947	1740.18	0	0
KH.C1.100.v1.A.ND1-1	348	160.09	0	0
KH.C1.100.v1.A.nonSL2-1	226	66.597	0	0
KH.C1.1000.v1.A.SL1-1	3403	3196.18	4179	98.8847
KH.C1.1001.v1.A.ND1-1	1191	984.183	78.6176	6.04133
KH.C1.1001.v1.A.SL12-1	1081	874.183	0.000129705	1.12213e-05
KH.C1.1001.v1.A.nonSL1-1	1191	984.183	78.6176	6.04133
KH.C1.1001.v1.A.nonSL10-1	1064	857.183	1449.75	127.911
KH.C1.1001.v1.A.nonSL11-1	1140	933.183	48.3693	3.92005
KH.C1.1001.v1.A.nonSL13-1	1096	889.183	0	0
KH.C1.1001.v1.A.nonSL14-1	1216	1009.18	241.203	18.076
KH.C1.1001.v1.A.nonSL15-1	1099	892.183	0	0
KH.C1.1001.v1.A.nonSL2-1	1195	988.183	359.043	27.4788
KH.C1.1001.v1.A.nonSL3-1	1153	946.183	1.16648e-06	9.32376e-08
KH.C1.1001.v1.A.nonSL4-1	1098	891.183	0	0
KH.C1.1001.v1.A.nonSL5-1	1149	942.183	0.000131733	1.05742e-05
KH.C1.1001.v1.A.nonSL6-1	1093	886.183	0	0
KH.C1.1001.v1.A.nonSL7-1	1186	979.183	785.404	60.6621
KH.C1.1001.v1.A.nonSL8-1	1157	950.183	1.06399e-08	8.46874e-10
KH.C1.1001.v1.A.nonSL9-1	1091	884.183	1.97523e-08	1.68952e-09
KH.C1.1002.v1.A.ND1-1	547	343.357	17	3.74448
KH.C1.1003.v1.A.ND1-1	1705	1498.18	35	1.76682
KH.C1.1004.v1.A.ND1-1	2124	1917.18	25.5736	1.00883
KH.C1.1004.v1.A.SL6-1	2141	1934.18	0.000194721	7.61383e-06
KH.C1.1004.v1.A.nonSL10-1	2119	1912.18	835.29	33.0367
KH.C1.1004.v1.A.nonSL2-1	2143	1936.18	4.90015e-05	1.91404e-06
KH.C1.1004.v1.A.nonSL3-1	2131	1924.18	0.197128	0.00774802
KH.C1.1004.v1.A.nonSL4-1	2140	1933.18	0.00038837	1.51936e-05
KH.C1.1004.v1.A.nonSL5-1	2139	1932.18	0.00077488	3.03302e-05
KH.C1.1004.v1.A.nonSL7-1	1089	882.183	147.826	12.6731
KH.C1.1004.v1.A.nonSL8-1	2147	1940.18	492.09	19.1818
KH.C1.1004.v1.A.nonSL9-1	2135	1928.18	0.0123238	0.000483375
KH.C1.1004.v1.R.ND1-1	2124	1917.18	25.5736	1.00883
KH.C1.1005.v1.A.SL1-1	5484	5277.18	1366.32	19.5812
KH.C1.1005.v2.A.SL2-1	2510	2303.18	1659.68	54.4985
KH.C1.1006.v1.A.ND1-1	274	100.642	33	24.7983
KH.C1.1007.v1.A.ND1-1	1056	849.183	40.4613	3.60352
KH.C1.1007.v1.A.nonSL2-1	1079	872.183	0	0
KH.C1.1007.v1.R.ND1-1	1056	849.183	40.4613	3.60352
KH.C1.1008.v1.A.ND1-1	1845	1638.18	855.246	39.4836
KH.C1.1008.v1.R.ND1-1	1845	1638.18	855.246	39.4836
KH.C1.1008.v2.A.SL2-1	2045	1838.18	891.519	36.6801
KH.C1.1009.v1.A.SL1-1	2461	2254.18	4843	162.485
KH.C1.101.v1.A.ND2-1	1454	1247.18	2.9696	0.180076
KH.C1.101.v1.A.SL1-1	1221	1014.18	170.923	12.746
KH.C1.101.v1.A.nonSL4-1	1479	1272.18	1.77467	0.105501
KH.C1.101.v1.A.nonSL5-1	1475	1268.18	0.00264606	0.000157799
KH.C1.101.v1.A.nonSL6-1	1360	1153.18	0	0
KH.C1.101.v1.R.ND2-1	1454	1247.18	2.9696	0.180076
KH.C1.101.v2.A.ND3-1	1396	1189.18	283.004	17.9983
KH.C1.101.v2.A.nonSL4-1	1416	1209.18	119.156	7.45267
KH.C1.101.v2.A.nonSL5-1	1412	1205.18	0.129896	0.00815141
KH.C1.101.v2.A.nonSL6-1	1297	1090.18	0	0
KH.C1.101.v2.R.ND3-1	1396	1189.18	283.004	17.9983
KH.C1.1010.v1.A.ND1-1	2591	2384.18	39.1526	1.24197
KH.C1.1011.v1.A.SL1-1	1588	1381.18	2176	119.151
KH.C1.1012.v1.A.SL1-1	1096	889.183	815	69.3194
KH.C1.1013.v1.A.ND1-1	720	513.733	146	21.4933
KH.C1.1014.v1.A.ND1-1	915	708.215	2.48848e-08	2.6574e-09
KH.C1.1014.v1.A.SL13-1	811	604.342	173.343	21.6927
KH.C1.1014.v1.A.SL19-1	54	8.45902	0	0
KH.C1.1014.v1.A.SL22-1	814	607.342	547.669	68.1983
KH.C1.1014.v1.A.SL4-1	754	547.538	0.683356	0.0943891
KH.C1.1014.v1.A.SL6-1	876	669.235	0	0
KH.C1.1014.v1.A.SL7-1	887	680.22	1.52229e-06	1.69253e-07
KH.C1.1014.v1.A.nonSL10-1	855	648.249	7.29606e-07	8.51207e-08
KH.C1.1014.v1.A.nonSL11-1	889	682.22	3.02208e-08	3.3502e-09
KH.C1.1014.v1.A.nonSL12-1	904	697.215	0.005967	0.000647258
KH.C1.1014.v1.A.nonSL14-1	841	634.267	0	0
KH.C1.1014.v1.A.nonSL15-1	844	637.249	0	0
KH.C1.1014.v1.A.nonSL16-1	846	639.249	0	0
KH.C1.1014.v1.A.nonSL17-1	888	681.22	2.14179e-07	2.37782e-08
KH.C1.1014.v1.A.nonSL18-1	850	643.249	0	0
KH.C1.1014.v1.A.nonSL2-1	896	689.22	0	0
KH.C1.1014.v1.A.nonSL20-1	935	728.215	166.091	17.2494
KH.C1.1014.v1.A.nonSL21-1	910	703.215	6.4222e-08	6.90691e-09
KH.C1.1014.v1.A.nonSL23-1	857	650.249	1.19419e-08	1.38894e-09
KH.C1.1014.v1.A.nonSL3-1	878	671.235	78.0474	8.79372
KH.C1.1014.v1.A.nonSL5-1	898	691.22	0.139881	0.0153049
KH.C1.1014.v1.A.nonSL8-1	899	692.215	0.0204983	0.00223957
KH.C1.1014.v1.A.nonSL9-1	839	632.267	0	0
KH.C1.1014.v1.R.ND1-1	915	708.215	2.48848e-08	2.6574e-09
KH.C1.1015.v1.A.ND1-1	699	492.891	3.18721	0.489045
KH.C1.1016.v1.A.SL3-1	4056	3849.18	450.632	8.85405
KH.C1.1016.v2.A.SL2-1	4023	3816.18	2415.19	47.8641
KH.C1.1016.v3.A.SL2-2	866	659.244	49.3092	5.65679
KH.C1.1016.v4.A.SL1-1	3837	3630.18	461.872	9.62237
KH.C1.1017.v1.A.SL1-1	4290	4083.18	1020	18.8925
KH.C1.1018.v1.A.ND1-1	888	681.22	0	0
KH.C1.1018.v1.A.nonSL2-1	837	630.267	4	0.479981
KH.C1.1019.v1.A.SL1-1	2712	2505.18	57	1.72077
KH.C1.102.v1.A.ND2-1	1156	949.183	0	0
KH.C1.102.v1.A.SL4-1	1118	911.183	0	0
KH.C1.102.v2.A.ND1-1	1399	1192.18	0	0
KH.C1.102.v2.A.SL7-1	1413	1206.18	0	0
KH.C1.102.v2.A.nonSL5-1	1281	1074.18	0	0
KH.C1.102.v2.A.nonSL6-1	1268	1061.18	0	0
KH.C1.102.v2.R.ND1-1	1399	1192.18	0	0
KH.C1.102.v3.A.ND3-1	1305	1098.18	0	0
KH.C1.1020.v1.A.SL1-1	2837	2630.18	391	11.2429
