target_id	length	eff_length	est_counts	tpm
KH.C1.1.v1.A.ND1-1	995	785.108	0	0
KH.C1.1.v1.A.SL2-1	950	740.141	64.4012	6.03444
KH.C1.1.v1.A.SL3-1	984	774.108	0	0
KH.C1.10.v1.A.SL3-1	1956	1746.11	110.308	4.38121
KH.C1.10.v2.A.SL2-1	1832	1622.11	1215.9	51.9845
KH.C1.10.v3.A.ND1-1	1947	1737.11	153.567	6.13096
KH.C1.100.v1.A.ND1-1	348	157.509	0	0
KH.C1.100.v1.A.nonSL2-1	226	64.334	0	0
KH.C1.1000.v1.A.SL1-1	3403	3193.11	2299	49.9324
KH.C1.1001.v1.A.ND1-1	1191	981.108	0	0
KH.C1.1001.v1.A.SL12-1	1081	871.108	0	0
KH.C1.1001.v1.A.nonSL1-1	1191	981.108	0	0
KH.C1.1001.v1.A.nonSL10-1	1064	854.108	1157.76	94.0078
KH.C1.1001.v1.A.nonSL11-1	1140	930.108	0	0
KH.C1.1001.v1.A.nonSL13-1	1096	886.108	0	0
KH.C1.1001.v1.A.nonSL14-1	1216	1006.11	0	0
KH.C1.1001.v1.A.nonSL15-1	1099	889.108	0	0
KH.C1.1001.v1.A.nonSL2-1	1195	985.108	278.237	19.5879
KH.C1.1001.v1.A.nonSL3-1	1153	943.108	0	0
KH.C1.1001.v1.A.nonSL4-1	1098	888.108	0	0
KH.C1.1001.v1.A.nonSL5-1	1149	939.108	0	0
KH.C1.1001.v1.A.nonSL6-1	1093	883.108	0	0
KH.C1.1001.v1.A.nonSL7-1	1186	976.108	0	0
KH.C1.1001.v1.A.nonSL8-1	1157	947.108	0	0
KH.C1.1001.v1.A.nonSL9-1	1091	881.108	0	0
KH.C1.1002.v1.A.ND1-1	547	340.698	17	3.46048
KH.C1.1003.v1.A.ND1-1	1705	1495.11	21	0.974101
KH.C1.1004.v1.A.ND1-1	2124	1914.11	0.983397	0.0356303
KH.C1.1004.v1.A.SL6-1	2141	1931.11	2.41161e-06	8.66081e-08
KH.C1.1004.v1.A.nonSL10-1	2119	1909.11	44.9095	1.63142
KH.C1.1004.v1.A.nonSL2-1	2143	1933.11	5.31506e-07	1.90682e-08
KH.C1.1004.v1.A.nonSL3-1	2131	1921.11	0.00474837	0.000171415
KH.C1.1004.v1.A.nonSL4-1	2140	1930.11	5.14e-06	1.84688e-07
KH.C1.1004.v1.A.nonSL5-1	2139	1929.11	1.09594e-05	3.93994e-07
KH.C1.1004.v1.A.nonSL7-1	1089	879.108	24.0127	1.89433
KH.C1.1004.v1.A.nonSL8-1	2147	1937.11	141.235	5.05644
KH.C1.1004.v1.A.nonSL9-1	2135	1925.11	0.000227403	8.19217e-06
KH.C1.1004.v1.R.ND1-1	2124	1914.11	0.983397	0.0356303
KH.C1.1005.v1.A.SL1-1	5484	5274.11	524.928	6.90253
