target_id	length	eff_length	est_counts	tpm
KH.C1.1.v1.A.ND1-1	995	788.911	0	0
KH.C1.1.v1.A.SL2-1	950	743.917	23.1399	1.87966
KH.C1.1.v1.A.SL3-1	984	777.911	0	0
KH.C1.10.v1.A.SL3-1	1956	1749.91	155.234	5.36061
KH.C1.10.v2.A.SL2-1	1832	1625.91	928.849	34.5217
KH.C1.10.v3.A.ND1-1	1947	1740.91	136.245	4.7292
KH.C1.100.v1.A.ND1-1	348	159.238	0	0
KH.C1.100.v1.A.nonSL2-1	226	62.216	0	0
KH.C1.1000.v1.A.SL1-1	3403	3196.91	2691	50.8659
KH.C1.1001.v1.A.ND1-1	1191	984.911	6.4744e-06	3.97233e-07
KH.C1.1001.v1.A.SL12-1	1081	874.911	30.828	2.12924
KH.C1.1001.v1.A.nonSL1-1	1191	984.911	6.4744e-06	3.97233e-07
KH.C1.1001.v1.A.nonSL10-1	1064	857.911	1137.19	80.1004
KH.C1.1001.v1.A.nonSL11-1	1140	933.911	0	0
KH.C1.1001.v1.A.nonSL13-1	1096	889.911	0	0
KH.C1.1001.v1.A.nonSL14-1	1216	1009.91	0	0
KH.C1.1001.v1.A.nonSL15-1	1099	892.911	1.64279e-05	1.11178e-06
KH.C1.1001.v1.A.nonSL2-1	1195	988.911	440.98	26.9467
KH.C1.1001.v1.A.nonSL3-1	1153	946.911	0	0
KH.C1.1001.v1.A.nonSL4-1	1098	891.911	7.69468e-05	5.2133e-06
KH.C1.1001.v1.A.nonSL5-1	1149	942.911	0	0
KH.C1.1001.v1.A.nonSL6-1	1093	886.911	2.17003e-07	1.47853e-08
KH.C1.1001.v1.A.nonSL7-1	1186	979.911	1.07391e-05	6.62256e-07
KH.C1.1001.v1.A.nonSL8-1	1157	950.911	0	0
KH.C1.1001.v1.A.nonSL9-1	1091	884.911	4.86994e-06	3.32558e-07
KH.C1.1002.v1.A.ND1-1	547	344.162	2	0.351164
KH.C1.1003.v1.A.ND1-1	1705	1498.91	8	0.322521
KH.C1.1004.v1.A.ND1-1	2124	1917.91	8.92292	0.281139
KH.C1.1004.v1.A.SL6-1	2141	1934.91	4.66939e-05	1.45829e-06
KH.C1.1004.v1.A.nonSL10-1	2119	1912.91	325.631	10.2867
KH.C1.1004.v1.A.nonSL2-1	2143	1936.91	1.12458e-05	3.50852e-07
KH.C1.1004.v1.A.nonSL3-1	2131	1924.91	0.0589154	0.00184953
KH.C1.1004.v1.A.nonSL4-1	2140	1933.91	9.51996e-05	2.97469e-06
KH.C1.1004.v1.A.nonSL5-1	2139	1932.91	0.000194165	6.07018e-06
KH.C1.1004.v1.A.nonSL7-1	1089	882.911	30.3852	2.07965
KH.C1.1004.v1.A.nonSL8-1	2147	1940.91	6.55184e-07	2.03986e-08
KH.C1.1004.v1.A.nonSL9-1	2135	1928.91	0.0033722	0.000105644
KH.C1.1004.v1.R.ND1-1	2124	1917.91	8.92292	0.281139
KH.C1.1005.v1.A.SL1-1	5484	5277.91	131.327	1.50361
KH.C1.1005.v2.A.SL2-1	2510	2303.91	199.673	5.23718
